ID,position,team,goals_scored,saves_per_90,penalties_saved,own_goals,clean_sheets,saves,yellow_cards,red_cards,Goals,Wins,Losses,Goals Conceded,Tackles,Tackle success %,Interceptions,Recoveries,Duels won,Duels lost,Aerial battles won,Aerial battles lost,Assists,Passes,Big Chances Created,Cross accuracy %,Accurate long balls,Fouls,Headed goals,Shots,Shots on target,Shooting accuracy %,Big chances missed,Saves,Goals_Assists,Total_Contributions,Minutes_per_Goal,Minutes_per_Assist,Goals_Category,Assists_Category
264,2,9,0,4.06,0.0,1.0,5.0,73.0,0.0,0.0,0.0,13.0,17.0,61.0,10.0,0.53,3.0,34.0,33.0,30.0,5.0,6.0,0.0,1406.0,0.0,0.0,176.0,0.0,0.0,5.0,2.0,0.22,0.0,134.0,0,0.0,1620.0,1620.0,0,0
265,0,9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.22,0.0,0.0,0,0.0,0.0,0.0,0,0
266,0,9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.22,0.0,0.0,0,0.0,0.0,0.0,0,0
267,0,9,1,0.0,0.0,0.0,3.0,0.0,2.0,1.0,1.0,6.0,8.0,29.0,20.0,0.45,25.0,79.0,57.0,40.0,26.0,19.0,0.0,1058.0,0.0,0.0,73.0,8.0,0.0,5.0,2.0,0.22,0.0,0.0,1,1.0,571.5,1143.0,1,0
268,3,9,0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,12.0,10.0,11.0,29.0,0.62,11.0,72.0,53.0,75.0,10.0,13.0,2.0,722.0,2.0,0.21,21.0,26.0,0.0,9.0,2.0,0.22,0.0,0.0,2,2.0,786.0,262.0,0,1
269,0,9,0,0.0,0.0,2.0,4.0,0.0,4.0,0.0,0.0,12.0,17.0,60.0,93.0,0.62,80.0,227.0,192.0,169.0,42.0,27.0,6.0,1629.0,6.0,0.23,101.0,34.0,0.0,5.0,2.0,0.22,0.0,0.0,6,6.0,1486.0,212.28571428571428,0,2
270,0,9,1,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,4.0,7.0,21.0,27.0,0.63,16.0,45.0,53.0,40.0,5.0,5.0,0.0,422.0,0.0,0.3,15.0,16.0,0.0,5.0,2.0,0.22,0.0,0.0,1,1.0,265.0,530.0,1,0
271,0,9,1,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,4.0,7.0,21.0,27.0,0.63,16.0,45.0,53.0,40.0,5.0,5.0,0.0,422.0,0.0,0.3,15.0,16.0,0.0,5.0,2.0,0.22,0.0,0.0,1,1.0,265.0,530.0,1,0
272,0,9,1,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,8.0,8.0,25.0,21.0,0.52,25.0,43.0,83.0,51.0,57.0,28.0,0.0,1211.0,0.0,0.0,72.0,10.0,2.0,5.0,2.0,0.22,0.0,0.0,2,2.0,120.66666666666667,362.0,1,0
273,1,9,4,0.0,0.0,0.0,4.0,0.0,2.0,1.0,7.0,8.0,10.0,11.0,18.0,0.53,4.0,34.0,33.0,30.0,5.0,6.0,0.0,373.0,3.0,0.0,6.0,17.0,2.0,41.0,17.0,0.41,4.0,0.0,7,7.0,126.75,1014.0,2,0
274,0,9,0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,11.0,13.0,42.0,49.0,0.59,28.0,171.0,101.0,57.0,30.0,25.0,0.0,1667.0,0.0,0.0,83.0,15.0,0.0,5.0,2.0,0.22,0.0,0.0,1,1.0,467.5,935.0,1,0
275,0,9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.22,0.0,0.0,0,0.0,0.0,0.0,0,0
276,1,9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.53,0.0,34.0,33.0,30.0,5.0,6.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0
277,3,9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0
278,3,9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,1.0,1.0,0.0,3.0,3.0,5.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0,0.0,74.0,74.0,0,0
279,0,9,0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,1.0,12.0,15.0,40.0,49.0,0.49,38.0,119.0,111.0,92.0,35.0,34.0,3.0,1350.0,1.0,0.2,51.0,22.0,0.0,5.0,2.0,0.22,0.0,0.0,4,4.0,586.0,293.0,1,1
280,0,9,0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,1.0,12.0,15.0,40.0,49.0,0.49,38.0,119.0,111.0,92.0,35.0,34.0,3.0,1350.0,1.0,0.2,51.0,22.0,0.0,5.0,2.0,0.22,0.0,0.0,4,4.0,586.0,293.0,1,1
281,2,9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.53,3.0,34.0,33.0,30.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.22,0.0,0.0,0,0.0,0.0,0.0,0,0
282,0,9,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,2.0,1.0,4.0,0.5,3.0,6.0,9.0,9.0,0.0,2.0,0.0,55.0,0.0,0.0,3.0,4.0,0.0,5.0,2.0,0.22,0.0,0.0,0,0.0,41.0,41.0,0,0
283,0,9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.22,0.0,0.0,0,0.0,0.0,0.0,0,0
284,0,10,2,0.0,0.0,0.0,6.0,0.0,3.0,0.0,3.0,16.0,4.0,28.0,39.0,0.67,31.0,176.0,84.0,102.0,8.0,6.0,4.0,1685.0,17.0,0.33,147.0,9.0,0.0,5.0,2.0,0.22,0.0,0.0,7,7.0,329.5,263.6,1,1
285,3,10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,4.0,0.25,0.0,2.0,6.0,3.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0
286,3,10,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,21.0,3.0,11.0,27.0,0.63,6.0,78.0,58.0,59.0,9.0,13.0,6.0,904.0,5.0,0.35,40.0,7.0,0.0,49.0,17.0,0.35,1.0,0.0,9,9.0,83.0,47.42857142857143,1,2
287,3,10,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,21.0,3.0,11.0,27.0,0.63,6.0,78.0,58.0,59.0,9.0,13.0,6.0,904.0,5.0,0.35,40.0,7.0,0.0,49.0,17.0,0.35,1.0,0.0,9,9.0,83.0,47.42857142857143,1,2
288,1,10,2,0.0,0.0,0.0,2.0,0.0,0.0,0.0,8.0,23.0,3.0,11.0,27.0,0.53,14.0,34.0,33.0,30.0,5.0,6.0,5.0,535.0,5.0,0.0,6.0,28.0,3.0,66.0,24.0,0.36,6.0,0.0,13,13.0,79.22222222222223,118.83333333333333,2,1
289,0,10,0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,21.0,3.0,19.0,47.0,0.66,19.0,111.0,109.0,94.0,31.0,11.0,1.0,1149.0,2.0,0.18,48.0,28.0,0.0,5.0,2.0,0.22,0.0,0.0,1,1.0,743.0,371.5,0,1
290,3,10,0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,13.0,4.0,11.0,27.0,0.52,7.0,72.0,63.0,84.0,7.0,12.0,1.0,750.0,0.0,0.25,12.0,16.0,0.0,19.0,6.0,0.32,1.0,0.0,2,2.0,229.0,229.0,1,1
291,0,10,0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,13.0,4.0,18.0,36.0,0.61,20.0,97.0,132.0,68.0,77.0,31.0,0.0,1449.0,1.0,0.0,47.0,25.0,0.0,5.0,2.0,0.22,0.0,0.0,0,0.0,791.0,791.0,0,0
292,3,10,3,0.0,0.0,0.0,4.0,0.0,1.0,0.0,8.0,23.0,4.0,11.0,35.0,0.53,3.0,34.0,33.0,30.0,5.0,6.0,5.0,1019.0,5.0,0.0,6.0,54.0,1.0,94.0,32.0,0.34,13.0,0.0,13,13.0,118.22222222222223,177.33333333333334,2,1
293,3,10,1,0.0,0.0,0.0,3.0,0.0,5.0,1.0,5.0,21.0,4.0,11.0,99.0,0.56,35.0,195.0,195.0,193.0,31.0,29.0,5.0,1927.0,3.0,0.31,61.0,53.0,1.0,44.0,9.0,0.2,2.0,0.0,10,10.0,181.0,181.0,1,1
294,3,10,12,0.0,0.0,0.0,6.0,0.0,2.0,0.0,18.0,19.0,3.0,11.0,17.0,0.53,2.0,34.0,33.0,30.0,5.0,6.0,10.0,935.0,22.0,0.0,6.0,12.0,2.0,114.0,56.0,0.49,17.0,0.0,28,28.0,82.10526315789474,141.8181818181818,4,2
295,3,10,2,0.0,0.0,0.0,7.0,0.0,1.0,0.0,3.0,20.0,3.0,11.0,32.0,0.59,15.0,171.0,97.0,137.0,14.0,20.0,2.0,1399.0,7.0,0.25,54.0,29.0,1.0,60.0,15.0,0.25,2.0,0.0,5,5.0,376.25,501.6666666666667,1,1
296,0,10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.22,0.0,0.0,0,0.0,0.0,0.0,0,0
297,0,10,1,0.0,0.0,0.0,5.0,0.0,1.0,1.0,2.0,22.0,4.0,40.0,40.0,0.57,39.0,170.0,195.0,63.0,140.0,32.0,2.0,2872.0,3.0,0.0,156.0,23.0,1.0,5.0,2.0,0.22,0.0,0.0,4,4.0,459.0,459.0,1,1
298,0,10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,1.0,15.0,25.0,0.88,17.0,72.0,76.0,43.0,45.0,22.0,0.0,1165.0,0.0,0.0,44.0,10.0,1.0,5.0,2.0,0.22,0.0,0.0,2,2.0,57.0,171.0,1,0
299,3,10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,11.0,2.0,0.5,1.0,6.0,5.0,16.0,0.0,1.0,0.0,49.0,0.0,0.0,1.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0
300,3,10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,11.0,2.0,0.5,1.0,6.0,5.0,16.0,0.0,1.0,0.0,49.0,0.0,0.0,1.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0
301,3,10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.53,0.0,34.0,33.0,30.0,5.0,6.0,0.0,4.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,13.0,13.0,0,0
302,3,10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,11.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,1.0,0,0
303,3,10,1,0.0,0.0,0.0,3.0,0.0,4.0,0.0,1.0,19.0,3.0,11.0,48.0,0.58,20.0,108.0,114.0,145.0,31.0,27.0,0.0,1305.0,2.0,0.5,28.0,50.0,0.0,10.0,3.0,0.3,0.0,0.0,1,1.0,266.5,533.0,1,0
304,3,10,0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,17.0,2.0,11.0,26.0,0.46,14.0,74.0,74.0,85.0,10.0,14.0,0.0,493.0,1.0,0.0,6.0,20.0,0.0,23.0,8.0,0.35,1.0,0.0,1,1.0,265.0,530.0,1,0
305,0,10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,1.0,7.0,33.0,0.76,10.0,50.0,69.0,51.0,11.0,5.0,3.0,437.0,2.0,0.22,15.0,8.0,0.0,5.0,2.0,0.22,0.0,0.0,4,4.0,0.0,0.0,1,1
306,3,11,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,10.0,11.0,29.0,0.62,11.0,64.0,82.0,52.0,16.0,9.0,3.0,740.0,2.0,0.08,41.0,18.0,1.0,8.0,2.0,0.25,0.0,0.0,4,4.0,113.5,56.75,1,1
307,3,11,0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,9.0,11.0,40.0,0.6,11.0,90.0,56.0,57.0,4.0,7.0,0.0,415.0,0.0,0.25,19.0,24.0,0.0,5.0,0.0,0.0,0.0,0.0,0,0.0,1131.0,1131.0,0,0
308,1,11,4,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10.0,5.0,16.0,11.0,4.0,0.53,6.0,34.0,33.0,30.0,5.0,6.0,0.0,197.0,0.0,0.0,6.0,27.0,4.0,31.0,14.0,0.45,4.0,0.0,10,10.0,59.27272727272727,652.0,2,0
309,0,11,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,13.0,41.0,50.0,0.66,25.0,98.0,96.0,77.0,21.0,22.0,0.0,789.0,0.0,0.08,29.0,22.0,0.0,5.0,2.0,0.22,0.0,0.0,0,0.0,995.0,995.0,0,0
310,3,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,11.0,11.0,7.0,0.29,0.0,8.0,23.0,19.0,7.0,8.0,1.0,88.0,0.0,0.13,3.0,6.0,0.0,8.0,4.0,0.5,0.0,0.0,3,3.0,8.666666666666666,13.0,1,1
311,0,11,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,13.0,37.0,37.0,0.62,18.0,62.0,99.0,72.0,46.0,33.0,4.0,680.0,3.0,0.31,34.0,20.0,0.0,5.0,2.0,0.22,0.0,0.0,4,4.0,595.0,119.0,0,1
312,0,11,0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,6.0,23.0,11.0,62.0,0.63,31.0,185.0,127.0,124.0,23.0,12.0,8.0,1088.0,10.0,0.26,66.0,31.0,0.0,26.0,8.0,0.31,2.0,0.0,10,10.0,382.3333333333333,127.44444444444444,1,2
313,3,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0
314,1,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.53,0.0,34.0,33.0,30.0,5.0,6.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0
315,1,11,3,0.0,0.0,0.0,2.0,0.0,1.0,0.0,11.0,6.0,24.0,11.0,15.0,0.53,1.0,34.0,33.0,30.0,5.0,6.0,4.0,718.0,5.0,0.0,6.0,49.0,2.0,71.0,31.0,0.44,7.0,0.0,15,15.0,100.0,240.0,3,1
316,1,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.53,0.0,34.0,33.0,30.0,5.0,6.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0
317,1,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.53,0.0,34.0,33.0,30.0,5.0,6.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0
318,1,11,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,5.0,18.0,11.0,17.0,0.53,7.0,34.0,33.0,30.0,5.0,6.0,1.0,627.0,5.0,0.0,6.0,8.0,1.0,35.0,14.0,0.4,1.0,0.0,5,5.0,189.0,472.5,1,1
319,3,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,11.0,10.0,0.6,1.0,10.0,26.0,41.0,8.0,6.0,0.0,85.0,0.0,0.08,0.0,10.0,0.0,5.0,2.0,0.4,0.0,0.0,0,0.0,0.0,0.0,0,0
320,0,11,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,4.0,12.0,47.0,41.0,0.54,31.0,103.0,98.0,84.0,37.0,37.0,0.0,705.0,0.0,0.33,27.0,23.0,2.0,5.0,2.0,0.22,0.0,0.0,2,2.0,198.66666666666666,596.0,1,0
321,1,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.53,0.0,34.0,33.0,30.0,5.0,6.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0
322,3,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0
323,0,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.22,0.0,0.0,0,0.0,0.0,0.0,0,0
324,3,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0
325,2,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,0.53,3.0,34.0,33.0,30.0,5.0,6.0,0.0,8.0,0.0,0.0,3.0,0.0,0.0,5.0,2.0,0.22,0.0,2.0,0,0.0,0.0,0.0,0,0
326,3,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0
327,2,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.53,3.0,34.0,33.0,30.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.22,0.0,0.0,0,0.0,0.0,0.0,0,0
328,3,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0
329,3,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0
330,1,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,15.0,11.0,16.0,0.53,1.0,34.0,33.0,30.0,5.0,6.0,1.0,139.0,2.0,0.0,6.0,8.0,1.0,16.0,4.0,0.25,0.0,0.0,2,2.0,37.0,37.0,1,1
331,0,11,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,5.0,18.0,59.0,54.0,0.41,57.0,126.0,128.0,95.0,60.0,43.0,0.0,925.0,0.0,0.0,70.0,35.0,0.0,5.0,2.0,0.22,0.0,0.0,1,1.0,475.0,950.0,1,0
332,0,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,14.0,8.0,0.75,4.0,21.0,17.0,11.0,3.0,0.0,0.0,128.0,0.0,0.24,2.0,2.0,0.0,5.0,2.0,0.22,0.0,0.0,0,0.0,427.0,427.0,0,0
333,0,11,1,0.0,0.0,1.0,0.0,0.0,4.0,0.0,1.0,2.0,9.0,23.0,25.0,0.64,23.0,89.0,70.0,42.0,31.0,17.0,1.0,418.0,1.0,0.0,45.0,15.0,0.0,5.0,2.0,0.22,0.0,0.0,2,2.0,584.5,584.5,1,1
334,3,11,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,18.0,11.0,13.0,0.38,9.0,54.0,48.0,54.0,12.0,19.0,0.0,343.0,1.0,0.27,16.0,9.0,0.0,11.0,1.0,0.09,1.0,0.0,0,0.0,718.0,718.0,0,0
335,3,11,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,18.0,11.0,13.0,0.38,9.0,54.0,48.0,54.0,12.0,19.0,0.0,343.0,1.0,0.27,16.0,9.0,0.0,11.0,1.0,0.09,1.0,0.0,0,0.0,718.0,718.0,0,0
336,3,11,1,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,3.0,24.0,11.0,36.0,0.61,8.0,104.0,133.0,130.0,9.0,22.0,0.0,499.0,0.0,0.23,15.0,21.0,1.0,31.0,7.0,0.23,1.0,0.0,4,4.0,135.8,679.0,1,0
337,0,11,0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,16.0,39.0,52.0,0.54,16.0,102.0,117.0,92.0,18.0,20.0,2.0,540.0,5.0,0.21,16.0,27.0,0.0,5.0,2.0,0.22,0.0,0.0,2,2.0,1002.0,334.0,0,1
338,2,11,0,3.76,0.0,0.0,1.0,64.0,3.0,0.0,0.0,6.0,24.0,85.0,10.0,0.53,3.0,34.0,33.0,30.0,5.0,6.0,0.0,1310.0,0.0,0.0,312.0,0.0,0.0,5.0,2.0,0.22,0.0,145.0,0,0.0,1530.0,1530.0,0,0
339,3,11,1,0.0,0.0,0.0,1.0,0.0,3.0,0.0,5.0,5.0,20.0,11.0,47.0,0.4,25.0,201.0,195.0,185.0,44.0,34.0,4.0,1405.0,6.0,0.31,87.0,25.0,1.0,66.0,19.0,0.29,1.0,0.0,9,9.0,148.83333333333334,178.6,1,1
340,1,11,2,0.0,0.0,0.0,1.0,0.0,3.0,0.0,2.0,4.0,11.0,11.0,19.0,0.53,8.0,34.0,33.0,30.0,5.0,6.0,0.0,229.0,1.0,0.0,6.0,19.0,0.0,26.0,7.0,0.27,3.0,0.0,2,2.0,289.0,867.0,1,0
341,0,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.22,0.0,0.0,0,0.0,0.0,0.0,0,0
342,2,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.53,3.0,34.0,33.0,30.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.22,0.0,0.0,0,0.0,0.0,0.0,0,0
343,3,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0
344,0,12,2,0.0,0.0,0.0,3.0,0.0,1.0,1.0,2.0,22.0,2.0,23.0,42.0,0.67,23.0,142.0,90.0,72.0,28.0,30.0,0.0,2296.0,0.0,0.22,81.0,17.0,1.0,5.0,2.0,0.22,0.0,0.0,2,2.0,360.3333333333333,1081.0,1,0
345,0,12,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,21.0,2.0,20.0,26.0,0.62,14.0,119.0,95.0,49.0,47.0,28.0,2.0,1770.0,3.0,0.09,19.0,10.0,2.0,5.0,2.0,0.22,0.0,0.0,4,4.0,275.0,275.0,1,1
346,1,12,4,0.0,0.0,0.0,6.0,0.0,2.0,0.0,11.0,27.0,3.0,11.0,24.0,0.53,2.0,34.0,33.0,30.0,5.0,6.0,9.0,1110.0,7.0,0.0,6.0,23.0,1.0,98.0,40.0,0.41,10.0,0.0,20,20.0,117.41666666666667,140.9,3,2
347,3,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,2.0,11.0,7.0,0.43,5.0,17.0,22.0,17.0,1.0,2.0,1.0,168.0,2.0,0.6,0.0,2.0,0.0,4.0,2.0,0.5,1.0,0.0,2,2.0,34.5,34.5,1,1
348,0,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.22,0.0,0.0,0,0.0,0.0,0.0,0,0
349,2,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.53,3.0,34.0,33.0,30.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.22,0.0,0.0,0,0.0,0.0,0.0,0,0
350,2,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.53,3.0,34.0,33.0,30.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.22,0.0,0.0,0,0.0,0.0,0.0,0,0
351,3,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0
352,3,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,15.0,0.0,11.0,14.0,0.64,4.0,54.0,43.0,70.0,6.0,5.0,10.0,804.0,21.0,0.26,22.0,11.0,1.0,44.0,17.0,0.39,1.0,0.0,14,14.0,4.4,2.0,1,2
353,3,12,4,0.0,0.0,0.0,5.0,0.0,1.0,0.0,19.0,25.0,3.0,11.0,31.0,0.65,13.0,127.0,144.0,143.0,6.0,17.0,8.0,1670.0,10.0,0.21,42.0,14.0,1.0,105.0,48.0,0.46,7.0,0.0,27,27.0,66.7,148.22222222222223,4,2
